titles,category
나가야할 사람 명단,SSG
이숭용 과하게 까이는거 아닌가요 ,SSG
차라리 그냥 김원형 감독으로 밀고 가지   ,SSG
추신수 혼자 옷도 못갈아입는다고 감독 스슷로 인터뷰한지가  주 밖에 안지난났는데,SSG
김광현 자진등판 거부후 재요청후 고심끝에 허락,SSG
우리 불펜  월에,SSG
이 싱황에서 최정마저  김강민  하면    ,SSG
        년도 너무 힘들었는데,SSG
쓱과 크트 팬들이나 선수 모두 수고하셨고 이왕 이리 된거 크트의 선전을 응원하겠습니다 ,SSG
      이숭용은    이래요   외치는 팬들,SSG
쓱태우 말대로 김광현 자진등판이면 진짜 어처구니가 없네요    ,SSG
      기다려봐 너만 아는거 아니야    ,SSG
지금은 버스 출발했겠죠  ,SSG
김원형 짜른게 모든 사태의 근원같네요,SSG
이숭용은 끝까지 김광현을 말렸어야 했다   분 만에 패배로 돌아온  시즌 마지막 승부수 ,SSG
그 대타 나올때 고명준이나  하재훈 나올줄 알았는데   ,SSG
랜더스는 이제 암흑기 시작이네요,SSG
민심 돌릴수 있는 하나의 경우의수,SSG
 회투수운용을 노경은 그리고 조병현으로 끌고가면 될일이였어요,SSG
버막하고 감독 퇴진 시위하는거 오랜만이죠  ,SSG
부산 신구장은 계엄과 함께 명예롭게 죽은걸까요  ,LOTTE
유강남이 롯데 온 후 가장 심각한 문제    ,LOTTE
강민호가 삼성에서  년만 뛰고 롯데복귀했다면,LOTTE
한현희 계약의 연봉은 올해까지네요,LOTTE
김태형 감독은 부임 기간동안    선물 하나도 못받을수도 있겠네요,LOTTE
롯데에 남은 손아섭이면 영결    했을까요 ,LOTTE
 한화 내년에 뭔가 한화랑 같이 가을포시갈느낌,LOTTE
유강남 내년에는 세 번째 타석에서 교체되는 일 없겠죠 ,LOTTE
 선발 얘기나 해봅시다   ,LOTTE
나승엽 장타율 올리는게 큰 문제가 아닌 이유,LOTTE
주관적인 윤고나황 특징,LOTTE
전지훈련 어디라 했었죠 ,LOTTE
롯데 암흑기 시절 사직 야구장은 공포 그 자체였네요  ,LOTTE
나승엽 첫 풀시즌이 홍창기 첫 풀시즌 출루율이 같네요,LOTTE
전준우는 영결 어려운가요 ,LOTTE
이대호   이게 마  그 마  동래아들 아이가 ,LOTTE
전준우가 내년이   살 시즌이네요,LOTTE
단언컨데 역대 최악의 보상픽,LOTTE
홈런 개수 예측 가능한 영역입니까,LOTTE
내년에    가 조금 내려 가는데,LOTTE
근데 노진혁 내년에  군에서 뛸라나요 ,LOTTE
롯데가 절대 뺏기지 않는  위자리,LOTTE
수비 운 없는 롯데 투수들,LOTTE
성민규보다 김풍철이 실적은 더 나은것같은데,LOTTE
백성진 스카우트 팀장 롯데행 기원  일차,LOTTE
김풍철은 안목이 개선 된 것 같나요 ,LOTTE
롯데 최근   년간 캡틴,LOTTE
   백성진 팀장 롯데오면 대박인가요 ,LOTTE
외부 영입 어려운 롯데   고액 연봉자  반등이 절실해,LOTTE
서준원이 만약 자진신고했으면 안고 갔을까요 ,LOTTE
순간 이강준 선수도     가는 줄 알았네요,LOTTE
내년 주장감들 목록,LOTTE
내년시즌 주장 김상수 어때요,LOTTE
여긴 지명권을 되게 고평가하는 느낌이더군요,LOTTE
확실한 주전 타선 커진 팜,LOTTE
지명 이유 레전드,LOTTE
내년 부산고 신인팜이 정말 좋은가보네요,LOTTE
이대호 채널 보니깐 부산고 하현승  라감이네여  ,LOTTE
황성빈도 윤고나처럼 규정타석 채웠으면 좋겠네요,LOTTE
    시즌 롯데 투수진 보직 예상,LOTTE
나균안은 내년에 선발  불펜 ,LOTTE
상시경의 먹을텐데  탄 나왔네요    ,LOTTE
  롯데가 했던    선발 로테이션법 내년에 하면 어떨까요 ,LOTTE
    시즌 롯데 엔트리 예상,LOTTE
혹시 강민호 예전에 미래 감독,LOTTE
심재민  군 합류 소식은 좋네요 ,LOTTE
전준우 내년에 득타율 수렴할 것 같긴 한데,LOTTE
야구부장피셜  정철원선수 장난도잘치고 성격이좋다 심재민선수 바로 군합류,LOTTE
이대호 유튜브 하현승 나오네요,LOTTE
        마지막 양팀 국내선발 완투 경기    ,LOTTE
내년에 엘지삼성 상대로 반타작 가능하겟져 ,LOTTE
터커 데이비슨이 생각보다 이번시즌    성적이 상당히 좋은편이네요,LOTTE
  개구단 팬분들 함 도와주십시오,LOTTE
한현희    양의지 최근  년 맞대결 성적,LOTTE
야구부장 피셜  구단에서는 김태현 매우 높게 평가하고 있다,LOTTE
올시즌보다 내년시즌에 수비 좋아질수밖에 없는 이유,LOTTE
야구부장 피셜  수비에 목숨을 걸었다,LOTTE
내년 시즌 롯 유격수는 누구가 정배인가요 ,LOTTE
우리팀   시즌은 정말 극과극이네요,LOTTE
한화 내년  루수 스타트 누구 인가요 ,LOTTE
롯데  저소득 청년 영세업자 등 자립지원에   억원 성금,LOTTE
롯데분들 질문좀,LOTTE
롯데 부진의 이유는 이거죠,LOTTE
최근   년간 포지션별 베스트 선수는 누구인가요 ,LOTTE
조상우 트레이드 다시 생각 해보니 우리가 했어도 낫배드  ,LOTTE
 년 쓸 혜성선수를 데리고 오는건 아니죠,LOTTE
정철원 제발 잘하겟져 ,LOTTE
이대호  롯데 우승 못하는 이유  강민호 손아섭 뺏기면 안 됐다  소신발언,LOTTE
우리팀은 틀드 시도할거면 김혜성이 아니라 조상우때 했어야,LOTTE
김혜성 데려오면 샐캡 터지나요 ,LOTTE
여기는 망상가들 혹은 게임유저들 뿐인가요 ,LOTTE
김혜성 오면 샐러리캡 터진거 아님 ,LOTTE
롯데에 김혜성 오면  강후보로 넣어주나요    ,LOTTE
김혜성 데려올수 있으면 포지션 어떻게 정리할까요 ,LOTTE
김혜성 트레이드 한다고 해도 우리는 내줄 선수도 없지 않나요,LOTTE
내년 롯데에서 대기록 하나 나오겠네요,LOTTE
김혜성이 남으면 키움은 머리가 깨질듯  ,LOTTE
김혜성 살수만 잇으면 그깟수비죠     박승욱이 김혜성만큼 치면,LOTTE
김혜성 멀티 포지션 가능 한가요 ,LOTTE
김혜성 유격은 어떤가요 ,LOTTE
김혜성 박찬호 영입 고승민 외야전향 찬성하십니까,LOTTE
내년에 퐈 좀 영입하겠네요,LOTTE
유격수 변수 생긴 구단 롯데는 아닐거 같습니다 ,LOTTE
내야수 안우진  외야수 소한빈 오늘 입대,LOTTE
김도규 결혼  와이프 영양사님 ,LOTTE
송신영이 롯데랑도 벤치클리어링이 있었네요 ,LOTTE
오늘 김주찬 결혼식 하객들    ,LOTTE
김도규 선수랑 롯데 영양사분 오늘 결혼했다는데 맞나요 ,LOTTE
주요선수   시즌 연봉,LOTTE
최근 몇년간 롯데야구 보면서 가장 설레던순간    ,LOTTE
    시즌 투수진 긍정적인 부분,LOTTE
김진욱은 스플리터로 우상바 해결이 과제네요,LOTTE
터커 데이비슨 그래도 올해 메이저  이닝 무실점 이네요,LOTTE
데이비슨 스타일 바뀐게 더 좋은거 같은데  ,LOTTE
내년시즌 선발진은 어떻게 되나요,LOTTE
이창섭 위원 말대로면 데이비슨,LOTTE
윤고나황손 올해 연봉,LOTTE
갓혜성 영입시 라인업,LOTTE
김혜성    억이면 잡을수 있을까요 ,LOTTE
김진욱 고교시절 평가,LOTTE
김혜성선수 유격수도 가능한가요 ,LOTTE
만약에 김혜성 그냥 돌아오면 내년  시장 백호랑 투톱이겠죠 ,LOTTE
고질적 부상 부진 등번호 변경 수술까지 시련 딛고  미소  되찾을까  부활 꿈꾸는 최준용,LOTTE
롯데  국대 좌완      시즌 배수진 쳤다  상무 입대도 취소  한번 해보겠다는 생각  잠재력 터지나,LOTTE
찐동희  군대 가있는 한동희 선수는  루를 계속 볼 수 있나요 ,LOTTE
부울경 이라고 말할때 경이 어디져 ,LOTTE
전준우가 올해  차   였다면 얼마였을까요 ,LOTTE
그럼 지금 기준으로 보면 유강남  차 적정 금액 얼마인가요 ,LOTTE
롯데는 웃긴게 강민호 보낸 금액이랑 유강남 영입 가격이 똑같네요   ,LOTTE
근데 롯팬분들은 내년 박찬호 영입 찬성인가요 ,LOTTE
유강남은 얼마가 진짜 적정금액이었을까요 ,LOTTE
박승욱    등급 관련,LOTTE
박찬호는  파전 예상합니다,LOTTE
손호영 연봉 얼마 오를까요 ,LOTTE
김주찬이 오늘 결혼하네요 ,LOTTE
내년에 이영하  홍건희 둘 다 오퍼해봤으면,LOTTE
실황 프로야구 롯데 올드 유니폼    ,LOTTE
데이비슨 팔각도가 높네요,LOTTE
이대호 욕하는팬들 특징,LOTTE
    시즌  군 예상 엔트리  박찬호 영입할시 ,LOTTE
이대호 소신발언,LOTTE
이건 무슨 사건있었나요  ,LOTTE
부울경 일대 롯데건설 조업 대규모 중단,LOTTE
롯데 신인 김태균 선수는,LOTTE
스탯티즈 수비   은 진짜 믿을게 못되네요,LOTTE
야구에 만약은 없지만  워크에씩 좋은  손민한은 어떤 모습이었을지는 궁금합니다 ,LOTTE
은근 포수 사관학교,LOTTE
올시즌 기아는 대체 왜 강했던건가요 ,LOTTE
롯데 대표적 체중관리 못하는  인,LOTTE
여러분 카리나 신인상 받음,LOTTE
전민재는    까지 해마다         이상만 해줘도,LOTTE
최근 롯데 트레이드영입 명단 심재민 손호영 정철원 전민재 진해수,LOTTE
사직야구장 담장 공사 완료,LOTTE
    년 섹션   연예통신에 출연했던 홍성흔 ,LOTTE
롯데     년 샐러리캡 관련,LOTTE
내년시즌 불펜 박시영 나균안 한현희 최준용 정철원 구승민 김상수 김원중,LOTTE
홍성흔    최준석 팬서비스 일화    ,LOTTE
시즌전 틀드 하나 더 나올까요   ,LOTTE
이창섭 기자 터커 데이비슨 평가 영상,LOTTE
이러나 저러나 팀 최고 불펜    ,LOTTE
내년 프로야구 지상파 중계 예상해봅니다,LOTTE
내가 작년에 김도영 해맬때 구승민만 주면 댈구올수 있다고,LOTTE
강민호 롯데 있을때 갈마 아재들에게 받던 대접    ,LOTTE
같은 팀 두 선수 가지고 싸우는 예가 과거 또 어떤 게 있었나요 ,LOTTE
박찬호늘 웬지 롯데가 통크게 지를듯,LOTTE
타율을 올리는 방법은 간단  이대호 ,LOTTE
이번에 상무는 누가 신청할려나요,LOTTE
  할 리  타자의 잠재력 캐치한 롯데  트레이드로      점대 투수도 살릴까,LOTTE
    년 투망주를 키워보자       전미르,LOTTE
조상우 틀드보니,LOTTE
 롯데 레전드  이대호  롯데 왜 우승 못하냐고요     투자할때 제대로 해야죠  진심 조언,LOTTE
사직 야구장 없애고 그자리에 신축구장 짓는게 최고 아닌가요 ,LOTTE
롯데가 우승못한이유중 하나 감독에 대한 투자,LOTTE
재작년 엘지  올해 기아 그러면 내년 시즌은 ,LOTTE
    시즌후 외부    가능한 이유,LOTTE
한현희 연봉 질문,LOTTE
조정훈 별명이,LOTTE
이동거리 아쉽네요,LOTTE
내년 몇위 예상하나요,LOTTE
올 한해 야구를 어느 해보다 재밌었고 희망도 보았습니다 ,LOTTE
유강남이랑 한현희라도 어떻게든 잘 활용하는게,LOTTE
롯데는 진짜 강민호 놓친게 뼈아프네요,LOTTE
이윤원이나 성민규나 거기서 거기죠,LOTTE
이대호   우승못한 이유는 선수투자 관리 실패다 ,LOTTE
  시즌 팀별 이동거리,LOTTE
박찬호 영입할시 라인업    시즌 ,LOTTE
이대호 피셜  롯데 우승 못하는 이유는,LOTTE
롯팬 오늘 결혼합니다 ,LOTTE
유강남 닮은꼴,LOTTE
부산 롯팬님들 개막전 많이 오시나요 ,LOTTE
불과    억에 전력의    를 책임졌다 연봉 대박 확실한  윤고나황손   전원 억대 연봉 찍을까,LOTTE
박재홍 좋아했는데요,LOTTE
이러니 안치홍 못 잡았지  샐캡  여유 없는 롯데  당분간 외부    더 어렵다,LOTTE
비거리를 위해서는 공의 밑을 쳐야한다 ,LOTTE
유강남은     도입되면서 글러브 바꿨나보네요,LOTTE
롯데우승 응원하는 박재홍 ,LOTTE
박재홍   롯데 는  년안에 우승에 도전해야 한다   ,LOTTE
펌  유강남 최신 근황,LOTTE
개막 예상   인 엔트리,LOTTE
내년엔 순위 좀 오르길,LOTTE
한현희    질문,LOTTE
리핏을 위해 기아가 넘어야 하는 마지막 산,LOTTE
나이 서른에 첫번째  꿈  이뤘다  구단에 무한 감사  부산의  루수   거포 로 성장할까,LOTTE
이대호 선수 은퇴식 방송을 못 봤는데    책을 읽고 있지요 ,LOTTE
잡지 모델 표지 김원중    김원중,LOTTE
일단 내년 저희는 지상파 중계 이네요,LOTTE
샐캡 상한까지  억    만원  심우준도 최원태도  롯데가 외부   에 접근조차 못한 이유  샐캡 증액해도 여유없다,LOTTE
롯데 내년 개막전 라인업에서,LOTTE
 강 한자리 놓고 두산 한화    를 넘어야하는데,LOTTE
  시즌 한화  위봅니다,LOTTE
내년 기삼엘  강에  자리 놓고 피터지겠네요,LOTTE
진짜 만만한팀 하나없네요  ,LOTTE
개막부터 엘꼴이라    ,LOTTE
키움 단장님 우진이는 누굴줘야 할까요 ,LOTTE
내년 개막전에서 엘지랑  연전 내내 올해    대첩같은 일이 발생한다면 ,LOTTE
어린이날 월요일인데 경기하네요  ,LOTTE
   상대 필승 라인업     상대전적 ,LOTTE
개막전 잠실 라인업 예측,LOTTE
     정규시즌 일정표,LOTTE
롯데  월    월 선발 맞대결 예상,LOTTE
개막  연전 반즈  데이비슨으로 가죠,LOTTE
엘지형님들 우리 올브 끝나고 잠실  연전이네요   ,LOTTE
개막전   라서 그나마 다행인점,LOTTE
개막전    퍼 매진이겠죠  ,LOTTE
개막전부터 엘지 장현식 롯데 정철원,LOTTE
이제 유강남한테   억짜리 가치 바라진 않습니다,LOTTE
유강남 내년에 체중 감량 하면,LOTTE
근데 확실히 기아는 우승을 위해 트레이드 해 오니 겁나 쎄 보이네요,LOTTE
롯데 향후    전략,LOTTE
우리도 안우진데려오자   ,LOTTE
롯데 개막전 라인업,LOTTE
내년이면 강백호 최대로 비딩해도 괜찮지 않을까요 ,LOTTE
오늘 하나 뜨네요,LOTTE
고효준 영입은 어떨지  ,LOTTE
우리팀이 내년  강 턱걸이라도 한다면 박찬호 잡아야 한다고 보는데,LOTTE
유강남 노진혁 한현희 영입 당시 어땠나요 ,LOTTE
가장 부럽고 배아픈 타팀 논란,LOTTE
올해 스토브 보면 김원중 타팀 협상좀 쳤으면,LOTTE
박찬호 비   다년계약만 안되길 바랍니다  롯데팬이라 ,LOTTE
우리팀 선수들 중에 미국으로 훈련보낸선수는없죠 ,LOTTE
한원준  롯 두 크 찬호 가능성 올라감   ,LOTTE
내년    노리는 팀들도 조상우 틀드로 약간의 이득은 있겠네요  ,LOTTE
파토난 트레이드 있으면 썰로 풀리면 좋겠네요,LOTTE
불펜 한명만 더 영입합시다,LOTTE
저희 유니폼에 네이버 로고 들어갈려나요      ,LOTTE
근데 키움이 돈없는거 맞나요 ,LOTTE
내년 박찬호 생각보다 쉽게 영입할 수도 있겠네요,LOTTE
내년 기아 내부    명 다 잡을수 있나요 ,LOTTE
우리가 근데  순번 드랩에 덕수고 김화중 뽑을까요 ,LOTTE
내년에 이강준 자주 상대하겠네요,LOTTE
롯데 추가 트레이드 할까요 ,LOTTE
부러우니깐 드래프트   번째 선수들을 알아보자,LOTTE
신인 김현우 인터뷰 영상 떴네요,LOTTE
뭐 저희는 조상우는 언감생심이고,LOTTE
노진혁 허일네 아카데미 갔네요,LOTTE
김민석 추재현으로 조상우 안됬을까요 ,LOTTE
내년에도 기아는  나 쎄네요,LOTTE
이팀은 조상우 데려오려했었으면,LOTTE
키움의 행보에 대해서 어떻게 생각하시나요 ,LOTTE
 라주고 조상우같은 불펜 데려왔어야하는데,LOTTE
조상우 트레이드 아쉽긴 하네요 ,LOTTE
김원중 계약날 행적    ,LOTTE
기아가 근데 조상우  라  라 현금   억이면,LOTTE
조상우 원하는 구단이 기아 재외 지방구단  개 더 있었다는데,LOTTE
